entity_type,entity_id,langcode,field_name,old_path,new_path,hits_total,hits_full_url,hits_internal,hits_relative
node,139,en,body,/Register-Your-Company-in-Saudi-Arabia,/blog/Register-Your-Company-in-Saudi-Arabia,1,1,0,0
node,215,en,body,/Set-Up-Business-in-Saudi-Arabia,/blog/Set-Up-Business-in-Saudi-Arabia,1,1,0,0
node,215,en,body,/Setting-Up-Business-In-Saudi-Arabia,/blog/Setting-Up-Business-In-Saudi-Arabia,1,1,0,0
node,267,ar,body,/Ministry-of-Commerce-in-Saudi-Arabia,/blog/Ministry-of-Commerce-in-Saudi-Arabia,1,1,0,0
node,306,zh-hans,body,/沙特阿拉伯MISA业务许可2026,/blog/沙特阿拉伯MISA业务许可2026,1,0,0,1
node,356,en,body,/HR-Governance-in-Saudi-Arabia,/blog/HR-Governance-in-Saudi-Arabia,1,1,0,0
node,356,en,body,/Ministry-of-Labor-in-Saudi-Arabia,/blog/Ministry-of-Labor-in-Saudi-Arabia,1,1,0,0
node,363,en,body,/about-Qiwa-Platform,/blog/about-Qiwa-Platform,2,2,0,0
node,363,en,body,/Articles-of-Association-in-Saudi-Arabia,/blog/Articles-of-Association-in-Saudi-Arabia,1,1,0,0
node,363,en,body,/balady-platform-saudi-arabia-guide,/blog/balady-platform-saudi-arabia-guide,1,1,0,0
node,363,en,body,/calculating-setup-and-renewal-costs-saudi-arabia-encyclopedia,/blog/calculating-setup-and-renewal-costs-saudi-arabia-encyclopedia,2,2,0,0
node,363,en,body,/company-registration-in-saudi-arabia-comprehensive-guide,/blog/company-registration-in-saudi-arabia-comprehensive-guide,1,1,0,0
node,363,en,body,/establishing-a-company-in-saudi-arabia-comprehensive-guide,/blog/establishing-a-company-in-saudi-arabia-comprehensive-guide,1,1,0,0
node,363,en,body,/freedom-of-ownership-in-saudi-arabia-investors-guide,/blog/freedom-of-ownership-in-saudi-arabia-investors-guide,2,2,0,0
node,363,en,body,/Guide-to-Company-Formation-in-Saudi-Arabia,/blog/Guide-to-Company-Formation-in-Saudi-Arabia,1,1,0,0
node,363,en,body,/HR-Outsourcing-in-Saudi-Arabia,/blog/HR-Outsourcing-in-Saudi-Arabia,1,1,0,0
node,363,en,body,/Ministry-of-Commerce-in-Saudi-Arabia,/blog/Ministry-of-Commerce-in-Saudi-Arabia,1,1,0,0
node,363,en,body,/MISA-Investment-License,/blog/MISA-Investment-License,1,1,0,0
node,363,en,body,/opening-bank-account-saudi-arabia-investors-guide-2026,/blog/opening-bank-account-saudi-arabia-investors-guide-2026,2,2,0,0
node,363,en,body,/PRO-services-in-Saudi-Arabia,/blog/PRO-services-in-Saudi-Arabia,1,1,0,0
node,363,en,body,/professional-staff-saudi-arabia-management-guide,/blog/professional-staff-saudi-arabia-management-guide,1,1,0,0
node,363,en,body,/Regional-Headquarters-in-Saudi-Arabia,/blog/Regional-Headquarters-in-Saudi-Arabia,1,1,0,0
node,363,en,body,/saudi-arabia-rhq-incentives-requirements-guide,/blog/saudi-arabia-rhq-incentives-requirements-guide,1,1,0,0
node,363,en,body,/saudi-company-incorporation-comprehensive-guide,/blog/saudi-company-incorporation-comprehensive-guide,2,2,0,0
node,363,en,body,/starting-a-company-in-saudi-arabia-guide,/blog/starting-a-company-in-saudi-arabia-guide,1,1,0,0
node,363,en,body,/Wage-Protection-System-in-saudi-arabia,/blog/Wage-Protection-System-in-saudi-arabia,1,1,0,0
node,363,en,body,/ZATCA,/blog/ZATCA,1,1,0,0
node,364,en,body,/about-General-Organization-for-Social-Insurance-in-Saudi-Arabia,/blog/about-General-Organization-for-Social-Insurance-in-Saudi-Arabia,51,51,0,0
node,364,en,body,/about-Mudad-Platform,/blog/about-Mudad-Platform,10,10,0,0
node,364,en,body,/about-Qiwa-Platform,/blog/about-Qiwa-Platform,6,6,0,0
node,367,en,body,/about-MODON,/blog/about-MODON,45,45,0,0
node,551,en,body,/zakat,/services/zakat,44,44,0,0
node,586,en,body,/professional-accreditation-program-in-saudi-arabia,/blog/professional-accreditation-program-in-saudi-arabia,6,6,0,0
node,610,en,body,/Incorporating-a-Company-in-Saudi-Arabia,/blog/Incorporating-a-Company-in-Saudi-Arabia,2,2,0,0
node,612,en,body,/Guide-to-Company-Formation-in-Saudi-Arabia,/blog/Guide-to-Company-Formation-in-Saudi-Arabia,2,2,0,0
node,613,en,body,/PRO-services-in-Saudi-Arabia,/blog/PRO-services-in-Saudi-Arabia,1,1,0,0
node,614,en,body,/Guide-to-Company-Formation-in-Saudi-Arabia,/blog/Guide-to-Company-Formation-in-Saudi-Arabia,2,2,0,0
node,615,en,body,/Guide-to-Company-Formation-in-Saudi-Arabia,/blog/Guide-to-Company-Formation-in-Saudi-Arabia,1,1,0,0
node,615,en,body,/PRO-services-in-Saudi-Arabia,/blog/PRO-services-in-Saudi-Arabia,1,1,0,0
node,616,en,body,/PRO-services-in-Saudi-Arabia,/blog/PRO-services-in-Saudi-Arabia,2,2,0,0
node,617,en,body,/PRO-services-in-Saudi-Arabia,/blog/PRO-services-in-Saudi-Arabia,1,1,0,0
node,618,en,body,/PRO-services-in-Saudi-Arabia,/blog/PRO-services-in-Saudi-Arabia,1,1,0,0
node,619,en,body,/PRO-services-in-Saudi-Arabia,/blog/PRO-services-in-Saudi-Arabia,1,1,0,0
node,620,en,body,/PRO-services-in-Saudi-Arabia,/blog/PRO-services-in-Saudi-Arabia,1,1,0,0
node,621,en,body,/PRO-services-in-Saudi-Arabia,/blog/PRO-services-in-Saudi-Arabia,1,1,0,0
node,634,en,body,/Incorporating-a-Company-in-Saudi-Arabia,/blog/Incorporating-a-Company-in-Saudi-Arabia,1,1,0,0
node,635,en,body,/Advanced-Business-Operations-in-Saudi-Arabia,/blog/Advanced-Business-Operations-in-Saudi-Arabia,1,1,0,0
node,639,en,body,/Cost-of-starting-a-business-in-Saudi-Arabia-2026,/blog/Cost-of-starting-a-business-in-Saudi-Arabia-2026,1,1,0,0
node,642,en,body,/PRO-and-Government-Relations-Services-in-Saudi-Arabia,/blog/PRO-and-Government-Relations-Services-in-Saudi-Arabia,1,1,0,0
node,643,en,body,/PRO-and-Government-Relations-Services-in-Saudi-Arabia,/blog/PRO-and-Government-Relations-Services-in-Saudi-Arabia,1,1,0,0
node,643,ar,body,/PRO-and-Government-Relations-Services-in-Saudi-Arabia,/blog/PRO-and-Government-Relations-Services-in-Saudi-Arabia,1,1,0,0
node,566,en,body,/professional-accreditation-program-in-saudi-arabia,/blog/professional-accreditation-program-in-saudi-arabia,1,1,0,0
node,90,zh-hans,body,/business-setup,/blog/business-setup,1,0,0,1
node,90,zh-hans,body,/hr-services,/blog/hr-services,32,0,0,32
node,99,en,field_keywords,/HR-Outsourcing-in-Saudi-Arabia,/blog/HR-Outsourcing-in-Saudi-Arabia,1,1,0,0
