_row_note,status,langcode,title,path_alias,body_summary,body,field_event_start,field_event_end,field_event_type_name,field_region_name,field_city_name,field_country_name,field_event_format,field_event_status,field_price_range,field_attendance_type,field_cta_type,field_cta_text,field_official_website,field_featured,field_category_name,field_location,field_meeting_enabled,field_cta_link_uri,field_cta_link_title,field_secondary_cta_uri,field_secondary_cta_title,field_organizer_names,field_hero_image_mid,field_featured_image_mid,field_partner_logos_mids,field_gallery_mids,field_tags_names,field_agenda_json,field_why_attend_json,field_what_we_offer_json,field_who_should_attend_json,field_meta_serialized
,,en,"Arab Health Dubai",,,"Arab Health is the leading healthcare exhibition in the Middle East, bringing global medical professionals together.",2026-01-29T09:00:00,2026-02-01T18:00:00,Conference,GCC,Dubai,United Arab Emirates,In-person,Upcoming,Paid,Public,Register,Register,https://www.arabhealthonline.com,0,,,,,,,,,,,,,,,,,
,,en,"Saudi Logistics Expo",,,"A logistics-focused event supporting Saudi Arabia’s strategy to become a global logistics hub.",2026-08-12T09:00:00,2026-08-14T18:00:00,Exhibition,Saudi Arabia,Riyadh,Saudi Arabia,In-person,Upcoming,Paid,Public,Register,Register,https://www.saudilogistics.com,0,,,,,,,,,,,,,,,,,
,,en,"Riyadh International Book Fair",,,"A cultural and business event supporting publishing, media, and knowledge sectors.",2026-10-01T09:00:00,2026-10-10T18:00:00,Exhibition,Saudi Arabia,Riyadh,Saudi Arabia,In-person,Upcoming,Free,Public,External,Visit Website,https://bookfair.sa,0,,,,,,,,,,,,,,,,,
,,en,"Saudi Smart Cities Summit",,,"Focuses on smart infrastructure, IoT, and digital transformation in Saudi cities.",2026-04-15T09:00:00,2026-04-17T18:00:00,Summit,Saudi Arabia,Riyadh,Saudi Arabia,In-person,Upcoming,Paid,Public,Register,Register,https://smartcitiesksa.com,0,,,,,,,,,,,,,,,,,
,,en,"Digital Transformation Summit KSA",,,"Brings CIOs and IT leaders together to discuss digital strategies and enterprise transformation.",2026-05-20T09:00:00,2026-05-21T18:00:00,Summit,Saudi Arabia,Riyadh,Saudi Arabia,In-person,Upcoming,Paid,Public,Register,Register,https://dtsksa.com,0,,,,,,,,,,,,,,,,,
,,en,"Saudi Finance Expo",,,"Focused on banking, fintech, and investment opportunities.",2026-06-10T09:00:00,2026-06-12T18:00:00,Exhibition,Saudi Arabia,Riyadh,Saudi Arabia,In-person,Upcoming,Paid,Public,Register,Attend,https://financeexpo.sa,0,,,,,,,,,,,,,,,,,
,,en,"Middle East Energy Dubai",,,"Energy exhibition covering oil, gas, and renewable energy.",2026-03-07T09:00:00,2026-03-09T18:00:00,Exhibition,GCC,Dubai,United Arab Emirates,In-person,Upcoming,Paid,Public,Register,Register,https://www.middleeast-energy.com,0,,,,,,,,,,,,,,,,,
,,en,"Saudi HR Summit",,,"A major HR and workforce event discussing Saudization and talent strategies.",2026-09-03T09:00:00,2026-09-04T18:00:00,Summit,Saudi Arabia,Riyadh,Saudi Arabia,In-person,Upcoming,Paid,Public,Register,Register,https://hrsummit.sa,0,,,,,,,,,,,,,,,,,
,,en,"Real Estate Future Forum",,,"Discusses the future of real estate and investment in Saudi Arabia.",2026-01-22T09:00:00,2026-01-24T18:00:00,Forum,Saudi Arabia,Riyadh,Saudi Arabia,In-person,Upcoming,Free,Public,Register,Register,https://refforum.sa,0,,,,,,,,,,,,,,,,,
,,en,"Saudi Industrial Development Forum",,,"Supports industrial growth and investment in manufacturing.",2026-07-18T09:00:00,2026-07-20T18:00:00,Forum,Saudi Arabia,Riyadh,Saudi Arabia,In-person,Upcoming,Free,Public,Register,Register,https://industryksa.sa,0,,,,,,,,,,,,,,,,,
